event_id,is_anomaly,anomaly_type,severity,explanation
EVT005910,false,,,
EVT005056,false,,,
EVT003153,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT000025,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004045,false,,,
EVT001166,false,,,
EVT005552,false,,,
EVT003895,false,,,
EVT001215,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001265,false,,,
EVT005743,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002478,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002351,false,,,
EVT003003,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002831,false,,,
EVT004374_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002927,false,,,
EVT001011,false,,,
EVT003384,false,,,
EVT006374,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002749,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002666,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005518,false,,,
EVT006950,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT004812,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004419,false,,,
EVT005149,false,,,
EVT000307,false,,,
EVT003913_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001128,false,,,
EVT005079,false,,,
EVT004599,false,,,
EVT002920,false,,,
EVT004314,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006634,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007331,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000391,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005378,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002303,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000249,false,,,
EVT006985,false,,,
EVT003388,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001246,false,,,
EVT005155,false,,,
EVT007215,false,,,
EVT002739,false,,,
EVT005913,false,,,
EVT003398,false,,,
EVT003077,false,,,
EVT002566,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001077,false,,,
EVT005395,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007392,false,,,
EVT004039,false,,,
EVT000388,false,,,
EVT000917,false,,,
EVT001538,false,,,
EVT000841,false,,,
EVT004006,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002905,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002251,false,,,
EVT001790,false,,,
EVT001364,false,,,
EVT001967,false,,,
EVT005915,false,,,
EVT000016,false,,,
EVT002475,false,,,
EVT000491,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003767,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000575,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006513,false,,,
EVT002176,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003571,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005840,false,,,
EVT004102,false,,,
EVT004420,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001462,false,,,
EVT002613,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006250,false,,,
EVT000212,false,,,
EVT001331,false,,,
EVT006686,false,,,
EVT002519,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004709,false,,,
EVT006526,false,,,
EVT006734,false,,,
EVT003473,false,,,
EVT002055,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005403,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004225,false,,,
EVT005813,false,,,
EVT002112,false,,,
EVT004604,false,,,
EVT003713,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004317,false,,,
EVT004967,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000857,false,,,
EVT000096,false,,,
EVT002708,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002578,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006654,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005696,false,,,
EVT005787,false,,,
EVT005830,false,,,
EVT006714,false,,,
EVT000583,false,,,
EVT002996,false,,,
EVT006953,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002269,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005619,false,,,
EVT004732,false,,,
EVT000501,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005269,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007208,false,,,
EVT006448,false,,,
EVT007319,false,,,
EVT004415,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004121,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001253,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004454,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004152,false,,,
EVT003864,false,,,
EVT001814,false,,,
EVT000524,false,,,
EVT000569_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002871,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003201,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002700,false,,,
EVT007136,false,,,
EVT001488,false,,,
EVT005005,false,,,
EVT002523,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001293,false,,,
EVT007336,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006013,false,,,
EVT005277,false,,,
EVT006440,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT003620,false,,,
EVT005454,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005432,false,,,
EVT001728,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004901,false,,,
EVT002950,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001132,false,,,
EVT006295_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003613,false,,,
EVT000275,false,,,
EVT000529_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006737,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002943,false,,,
EVT001309,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004847,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001533,false,,,
EVT003126,false,,,
EVT005505,false,,,
EVT004124,false,,,
EVT003853,false,,,
EVT007082,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006620,false,,,
EVT002187,false,,,
EVT005314,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004149,false,,,
EVT000443,false,,,
EVT006732,false,,,
EVT000379,false,,,
EVT003735,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT003085,false,,,
EVT007456,false,,,
EVT003081,false,,,
EVT004684,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005201,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005716,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005948,false,,,
EVT003531,false,,,
EVT003994,false,,,
EVT003825,false,,,
EVT002826,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001961,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005782,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004734,false,,,
EVT004763,false,,,
EVT005206,false,,,
EVT001855,false,,,
EVT000720,false,,,
EVT007017,false,,,
EVT001150,false,,,
EVT001655,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005464,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT000868,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001515,false,,,
EVT001785,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000276,false,,,
EVT007170,false,,,
EVT000880,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003041_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000099,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003197,false,,,
EVT006455,false,,,
EVT004647,false,,,
EVT005394,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003863,false,,,
EVT003161,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003880,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001277,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001025,false,,,
EVT006965,false,,,
EVT006370,false,,,
EVT001254_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003766,false,,,
EVT001205,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000245,false,,,
EVT004201,false,,,
EVT002325,false,,,
EVT000069_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000965,false,,,
EVT006284_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004837,false,,,
EVT000435,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004940,false,,,
EVT006822,false,,,
EVT002316,false,,,
EVT000967,false,,,
EVT003387,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003258,false,,,
EVT005694,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003324,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT000356,false,,,
EVT005463,false,,,
EVT002217_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007067,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003532,false,,,
EVT005451,false,,,
EVT000683,false,,,
EVT005267,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004471,false,,,
EVT005627,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006209,false,,,
EVT006365,false,,,
EVT003107,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005049,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000295,false,,,
EVT005028_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007472,false,,,
EVT001058,false,,,
EVT000893,false,,,
EVT000227,false,,,
EVT004942,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002644,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000761,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002031,false,,,
EVT005254,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006735,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT007235,false,,,
EVT002474,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003020,false,,,
EVT002333,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004858,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005778,false,,,
EVT000240,false,,,
EVT003147,false,,,
EVT002690,false,,,
EVT001368,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005967,false,,,
EVT005060,false,,,
EVT003002,false,,,
EVT001063,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002771,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006825,false,,,
EVT003604,false,,,
EVT006589,false,,,
EVT005414,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006202,false,,,
EVT003389,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002139,false,,,
EVT005307,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004864,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005001,false,,,
EVT001880,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003854,false,,,
EVT000611,false,,,
EVT000887,false,,,
EVT002635,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT007425,false,,,
EVT000293,false,,,
EVT004829,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004441,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005051,false,,,
EVT005105,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000848,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005084,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003011,false,,,
EVT000590,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001547,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001885,false,,,
EVT002261,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001505,false,,,
EVT002755,false,,,
EVT006043,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001687,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT002949,false,,,
EVT002660,false,,,
EVT002124,false,,,
EVT002022,false,,,
EVT003497,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000630,false,,,
EVT000711,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003650,false,,,
EVT001936,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT006463,false,,,
EVT005894,false,,,
EVT000180,false,,,
EVT000128,false,,,
EVT006624,false,,,
EVT004004_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005370,false,,,
EVT005671,false,,,
EVT004105,false,,,
EVT005259_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002839,false,,,
EVT003351,false,,,
EVT002825,false,,,
EVT001966,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003503,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002904,false,,,
EVT001152,false,,,
EVT000353,false,,,
EVT002027,false,,,
EVT001868,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006495,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000463,false,,,
EVT005559,false,,,
EVT006427,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001405,false,,,
EVT001269,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003249,false,,,
EVT006515,false,,,
EVT002160,false,,,
EVT000749,false,,,
EVT004427,false,,,
EVT000140,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006487,false,,,
EVT000060,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT007252_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002829,false,,,
EVT003167,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002793,false,,,
EVT003901,false,,,
EVT005314_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000699,false,,,
EVT000118,false,,,
EVT000030,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005524,false,,,
EVT001387,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005372,false,,,
EVT006482,false,,,
EVT005835,false,,,
EVT005637,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003488,false,,,
EVT002149,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003001,false,,,
EVT004388,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT002552,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006125,false,,,
EVT003209,false,,,
EVT003725,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005208,false,,,
EVT001414,false,,,
EVT005843,false,,,
EVT006098,false,,,
EVT005183,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007030,false,,,
EVT003010,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003748,false,,,
EVT006265,false,,,
EVT003094,false,,,
EVT000916,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002856,false,,,
EVT006090,false,,,
EVT002240,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT004498,false,,,
EVT006843,false,,,
EVT003240,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003464,false,,,
EVT003043,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005986,false,,,
EVT007171,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007340_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005983,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007382,false,,,
EVT007414,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005399,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006390,false,,,
EVT002914,false,,,
EVT007259,false,,,
EVT002850,false,,,
EVT004200,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005864,false,,,
EVT001247,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT_ONCALL_003932,false,,,
EVT004051,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003983,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000469,false,,,
EVT001424,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007115,false,,,
EVT003518,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003453,false,,,
EVT003979,false,,,
EVT005154,false,,,
EVT000975,false,,,
EVT004843,false,,,
EVT003909,false,,,
EVT005480,false,,,
EVT002761_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004868,false,,,
EVT004896,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001852,false,,,
EVT001572,false,,,
EVT004046,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003408,false,,,
EVT003344,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005065,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000446,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006285,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006781,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT002374,false,,,
EVT006662,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003984,false,,,
EVT000829,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006623,false,,,
EVT005286,false,,,
EVT005928,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT002259,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000836,false,,,
EVT006076,false,,,
EVT005282,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006528,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT007060,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003631,false,,,
EVT002575,false,,,
EVT000544,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007358,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001186,false,,,
EVT003124,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006286,false,,,
EVT001176,false,,,
EVT000785_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005064,false,,,
EVT003295,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001007,false,,,
EVT001311,false,,,
EVT004156,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003964,false,,,
EVT005078,false,,,
EVT005763,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005909,false,,,
EVT005725,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT002099,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003359,false,,,
EVT003463_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT007167,false,,,
EVT000728,false,,,
EVT001541,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005292_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004241,false,,,
EVT006256,false,,,
EVT001844,false,,,
EVT001598,false,,,
EVT006158,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003717,false,,,
EVT002103,false,,,
EVT001155,false,,,
EVT001289,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006107,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002192,false,,,
EVT006918,false,,,
EVT003501,false,,,
EVT003221,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT003006,false,,,
EVT006919,false,,,
EVT003318,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000092,false,,,
EVT005623,false,,,
EVT002299,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT003776,false,,,
EVT000999,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000909_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000363,false,,,
EVT003629,false,,,
EVT001834,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001831,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT003978,false,,,
EVT004524,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT006189,false,,,
EVT007123,false,,,
EVT003307,false,,,
EVT003611,false,,,
EVT000077,false,,,
EVT006057,false,,,
EVT003252_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000341,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004879,false,,,
EVT002415,false,,,
EVT005147,false,,,
EVT005170,false,,,
EVT007479,false,,,
EVT004338,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000853,false,,,
EVT005597,false,,,
EVT004444,false,,,
EVT005871,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001005,false,,,
EVT004262,false,,,
EVT006402,false,,,
EVT001478,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000166,false,,,
EVT007282,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004926,false,,,
EVT001750,false,,,
EVT005499,false,,,
EVT001722,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005536,false,,,
EVT002791,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003535,false,,,
EVT003017_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000312,false,,,
EVT003051,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT006323,false,,,
EVT006841,false,,,
EVT004886,false,,,
EVT006879,false,,,
EVT000881,false,,,
EVT003828,false,,,
EVT006361,false,,,
EVT005368,false,,,
EVT003820,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004680,false,,,
EVT006588,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004993,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT004065,false,,,
EVT005445,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT000579,false,,,
EVT001066,false,,,
EVT002002,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT002512,false,,,
EVT004639,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001807,false,,,
EVT003424,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005236,false,,,
EVT003238,false,,,
EVT002125,false,,,
EVT006142,false,,,
EVT001299,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000896,false,,,
EVT003446,false,,,
EVT005962,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007350,false,,,
EVT001960_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003139,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT007234,false,,,
EVT003926,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT007480,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005744,false,,,
EVT002159,false,,,
EVT002576,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000238,false,,,
EVT005650,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006112,false,,,
EVT005579,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT002626,false,,,
EVT002636,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT000505,false,,,
EVT004745,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT006593_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004525,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT004166,false,,,
EVT005238,false,,,
EVT006222,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT007367,false,,,
EVT007027,false,,,
EVT007207,false,,,
EVT003222_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000079,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT007446,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT005935_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT002565,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT005700,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006357,false,,,
EVT000804,false,,,
EVT002695,false,,,
EVT006348,false,,,
EVT002674,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005736,false,,,
EVT006232,false,,,
EVT002440,false,,,
EVT007283,false,,,
EVT002123,false,,,
EVT005795,false,,,
EVT006472,false,,,
EVT000515,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT001101,false,,,
EVT004744,false,,,
EVT004628,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT006127,false,,,
EVT006164,false,,,
EVT001139,false,,,
EVT000584_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003657,false,,,
EVT002390,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT005218,false,,,
EVT005572,false,,,
EVT004997,false,,,
EVT007391,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003393,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT004073,false,,,
EVT006015,false,,,
EVT003121,false,,,
EVT007081,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003796,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001761,false,,,
EVT000852,false,,,
EVT004707,false,,,
EVT003822,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT004433,false,,,
EVT004800,false,,,
EVT000964,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT004652,false,,,
EVT001241,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001679,false,,,
EVT006120,false,,,
EVT005047,false,,,
EVT001037,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001559,false,,,
EVT003961,false,,,
EVT000589,false,,,
EVT000756,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT000890,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT006522,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003246,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001261,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT006549,false,,,
EVT004540,false,,,
EVT006309,false,,,
EVT001579,false,,,
EVT001723,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT003874,false,,,
EVT003345,false,,,
EVT005031,false,,,
EVT005474,false,,,
EVT001660,true,unusual_location,HIGH,Anomalous event: unusual_location
EVT001675,false,,,
EVT007037,false,,,
EVT006134,false,,,
EVT000754,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT007083,false,,,
EVT006869,false,,,
EVT001275,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT001481,false,,,
EVT_ONCALL_004875,false,,,
EVT001300,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005340,false,,,
EVT003696,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT003794,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT000318,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT001418,false,,,
EVT006722,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT001706,false,,,
EVT006392,false,,,
EVT003102,false,,,
EVT003834,false,,,
EVT001476,false,,,
EVT005127,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005546,false,,,
EVT005587,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT003056_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT004305,false,,,
EVT005407,false,,,
EVT002247,false,,,
EVT000869,false,,,
EVT006145,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT002800,false,,,
EVT006577,false,,,
EVT002713,true,unusual_time,HIGH,Anomalous event: unusual_time
EVT005062,false,,,
EVT002786_travel,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005590,false,,,
EVT003241,false,,,
EVT003606,false,,,
EVT000185,false,,,
EVT002413,false,,,
EVT000993,false,,,
EVT000504,true,excessive_access,HIGH,Anomalous event: excessive_access
EVT000432,true,privilege_escalation,HIGH,Anomalous event: privilege_escalation
EVT005838,false,,,
EVT000980,true,unusual_resource,HIGH,Anomalous event: unusual_resource
EVT001305,false,,,
EVT001848,false,,,
EVT001951,false,,,
EVT003965,true,impossible_travel,HIGH,Anomalous event: impossible_travel
EVT005111,false,,,
